ResumeText,JobDescription,Label
kubernetes aws gcp terraform helm azure ml tensorflow,"Cloud Engineer with AWS, Azure, and Google Cloud expertise",91
java swift react native javascript,Hiring cross-platform mobile developer with Flutter and React Native,46
pmp scrum agile stakeholder management business analysis hibernate,"Product Manager with Agile, Scrum, and stakeholder management",76
pytorch nlp python mysql react native,"Data Scientist with Python, R, and machine learning expertise",54
junit cypress manual testing selenium testng tensorflow web api pytorch,Hiring Software Tester with manual and automation testing skills,79
django hadoop pandas flask tensorflow python react native business analysis,"Hiring ML Engineer with Python, TensorFlow, and scikit-learn",93
azure helm gcp aws terraform ci/cd react native pytorch android,"DevOps Cloud Engineer with Terraform, Helm, and CI/CD",88
tensorflow pytorch python scikit-learn deep learning c#,"Hiring AI Engineer with NLP, Deep Learning, and PyTorch",75
typescript angular javascript react mvc,"UI Engineer with HTML, CSS, JavaScript, and Vue.js",70
manual testing automation selenium qa cypress,"SDET required with Java, TestNG, and JUnit",83
testng selenium cypress react,"SDET required with Java, TestNG, and JUnit",44
kotlin swift java automation,Hiring cross-platform mobile developer with Flutter and React Native,45
testng cypress junit selenium manual testing javascript flutter,"QA Engineer with Selenium, Cypress, and test automation experience",80
aws helm terraform azure gcp kubernetes hadoop html angular,Hiring Solutions Architect for AWS and Kubernetes deployments,100
jenkins docker terraform aws kubernetes prometheus pytorch agile c#,"Hiring SRE with Kubernetes, Prometheus, and Grafana",86
sql asp.net entity framework cypress spring grafana,"Looking for a .NET Developer with experience in ASP.NET MVC, SQL Server, and Azure",48
flutter swift java objective-c ios kotlin microservices react,Android Developer with Kotlin and Java experience,96
spring react hibernate java microservices spring boot,"Java Developer with Spring Boot, Hibernate, and Microservices experience",95
javascript angular css,"Frontend Developer with React, Angular, and JavaScript expertise",52
ml pytorch tensorflow r microservices,"Data Scientist with Python, R, and machine learning expertise",65
business analysis pmp agile react native vue,"Product Manager with Agile, Scrum, and stakeholder management",52
product management pmp stakeholder management agile scrum,Hiring Business Analyst with strong requirements gathering skills,75
ci/cd gcp helm aws terraform,"DevOps Cloud Engineer with Terraform, Helm, and CI/CD",76
react native java objective-c ios prometheus r python,"iOS Engineer required with Swift, Objective-C, and UIKit",68
azure aws gcp manual testing scrum,"DevOps Cloud Engineer with Terraform, Helm, and CI/CD",45
scrum pmp business analysis,"Product Manager with Agile, Scrum, and stakeholder management",41
spring mysql react microservices kafka,Hiring full stack Java developer with React and Spring Boot,85
pytorch scikit-learn ml nlp r python cypress stakeholder management,"Data Scientist with Python, R, and machine learning expertise",92
vue javascript angular selenium stakeholder management azure,Hiring web developer skilled in modern frontend frameworks,53
spark scikit-learn flask django ci/cd qa,"Hiring ML Engineer with Python, TensorFlow, and scikit-learn",56
helm azure kubernetes ci/cd java,Hiring Solutions Architect for AWS and Kubernetes deployments,66
vue html javascript typescript css angular mysql react stakeholder management,"Frontend Developer with React, Angular, and JavaScript expertise",96
terraform kubernetes grafana,"Hiring SRE with Kubernetes, Prometheus, and Grafana",45
vue react html product management spring,"UI Engineer with HTML, CSS, JavaScript, and Vue.js",43
testng junit cypress manual testing selenium flask c# web api,"SDET required with Java, TestNG, and JUnit",73
helm terraform gcp manual testing r agile,"Cloud Engineer with AWS, Azure, and Google Cloud expertise",52
objective-c android kotlin,"iOS Engineer required with Swift, Objective-C, and UIKit",54
react native android ios objective-c kotlin swift vue,Android Developer with Kotlin and Java experience,89
kotlin swift android vue,"iOS Engineer required with Swift, Objective-C, and UIKit",44
microservices spring boot kafka spring java react css product management flutter,Hiring full stack Java developer with React and Spring Boot,96
flask spark tensorflow pandas scikit-learn django,"Hiring ML Engineer with Python, TensorFlow, and scikit-learn",92
gcp aws azure terraform,"DevOps Cloud Engineer with Terraform, Helm, and CI/CD",55
stakeholder management scrum product management pmp business analysis agile,"Product Manager with Agile, Scrum, and stakeholder management",98
prometheus grafana terraform,"Cloud Engineer required with Terraform, CI/CD, and Jenkins",53
kubernetes jenkins docker aws testng scikit-learn,"Cloud Engineer required with Terraform, CI/CD, and Jenkins",52
asp.net core sql web api asp.net,".NET Core developer required with strong C#, Entity Framework, and Web API skills",65
product management pmp agile business analysis asp.net core qa,"Product Manager with Agile, Scrum, and stakeholder management",69
sql web api angular c# asp.net azure,"Looking for a .NET Developer with experience in ASP.NET MVC, SQL Server, and Azure",91
azure sql entity framework angular asp.net core pandas ios kubernetes,"Hiring full stack .NET engineer with Angular, ASP.NET Core, and SQL",83
django flask spark microservices java,"Python Developer with Django, Flask, and REST APIs",46
terraform azure helm aws ci/cd gcp,Hiring Solutions Architect for AWS and Kubernetes deployments,97
scrum product management stakeholder management business analysis pmp asp.net core typescript manual testing,Project Manager required with PMP and Agile methodologies,85
junit manual testing cypress automation testng angular,"SDET required with Java, TestNG, and JUnit",77
react vue angular html selenium,Hiring web developer skilled in modern frontend frameworks,60
scikit-learn r machine learning spring,"ML Engineer required with scikit-learn, TensorFlow, and big data",42
angular web api azure asp.net ci/cd scrum,".NET Core developer required with strong C#, Entity Framework, and Web API skills",57
react mysql spring scikit-learn,Hiring full stack Java developer with React and Spring Boot,44
html css javascript angular deep learning pandas tensorflow,Hiring web developer skilled in modern frontend frameworks,61
qa junit selenium testng cypress automation react,Hiring Software Tester with manual and automation testing skills,92
vue angular css javascript html tensorflow,"Frontend Developer with React, Angular, and JavaScript expertise",72
web api asp.net asp.net core deep learning mysql junit,".NET Core developer required with strong C#, Entity Framework, and Web API skills",42
tensorflow spark flask scikit-learn hadoop terraform kubernetes ios,"Data Engineer with Python, Spark, and Hadoop",85
tensorflow django python typescript ml kotlin,"Data Engineer with Python, Spark, and Hadoop",46
aws jenkins grafana gcp hibernate,"Cloud Engineer required with Terraform, CI/CD, and Jenkins",41
ios flutter android swift objective-c java html,"iOS Engineer required with Swift, Objective-C, and UIKit",89
react native ios objective-c,Hiring cross-platform mobile developer with Flutter and React Native,50
testng cypress automation junit vue,"SDET required with Java, TestNG, and JUnit",65
django pandas hadoop scikit-learn,"Hiring ML Engineer with Python, TensorFlow, and scikit-learn",68
aws kubernetes ci/cd prometheus tensorflow nlp testng,"Hiring SRE with Kubernetes, Prometheus, and Grafana",64
sql asp.net c# nlp helm stakeholder management,".NET Core developer required with strong C#, Entity Framework, and Web API skills",52
microservices spring boot react hibernate,"Backend Java engineer required with Spring, Kafka, and MySQL skills",67
spark django pandas azure agile scikit-learn,"Python Developer with Django, Flask, and REST APIs",43
kubernetes gcp terraform ci/cd azure react typescript scrum,Hiring Solutions Architect for AWS and Kubernetes deployments,83
manual testing qa selenium automation testng junit deep learning asp.net core typescript,"QA Engineer with Selenium, Cypress, and test automation experience",87
vue css react html,"Frontend Developer with React, Angular, and JavaScript expertise",64
objective-c react native ios java flutter scikit-learn typescript,Android Developer with Kotlin and Java experience,75
automation manual testing junit python,"QA Engineer with Selenium, Cypress, and test automation experience",49
aws azure terraform,"Cloud Engineer with AWS, Azure, and Google Cloud expertise",51
react microservices spring boot java hibernate vue,"Backend Java engineer required with Spring, Kafka, and MySQL skills",72
flask scikit-learn django tensorflow pandas sql flutter,"Data Engineer with Python, Spark, and Hadoop",78
typescript vue css,"UI Engineer with HTML, CSS, JavaScript, and Vue.js",42
kotlin java flutter android,"iOS Engineer required with Swift, Objective-C, and UIKit",65
c# sql entity framework mvc,".NET Core developer required with strong C#, Entity Framework, and Web API skills",67
ci/cd grafana docker prometheus,"Cloud Engineer required with Terraform, CI/CD, and Jenkins",59
pytorch python nlp business analysis,"Hiring AI Engineer with NLP, Deep Learning, and PyTorch",41
ios android java kotlin html,Hiring cross-platform mobile developer with Flutter and React Native,66
kotlin objective-c swift react native android ios kafka aws java,Android Developer with Kotlin and Java experience,89
pandas tensorflow spark testng prometheus,"Data Engineer with Python, Spark, and Hadoop",49
terraform kubernetes helm azure gcp aws cypress,"Cloud Engineer with AWS, Azure, and Google Cloud expertise",89
gcp ci/cd kubernetes helm product management,"DevOps Cloud Engineer with Terraform, Helm, and CI/CD",55
